,97_number_of_customers_in_store,268_number_fridges,104_how_many_shelves_does_the_micro_retailer_have,2_current_permanent_employees,4_number_permanent_employees_last_year,103_number_own_fridges,145_number_direct_competitors,24_burnout,272_card_days_receive_money,276_expected_days_informal_credit,36_credit_default_rate,315_frequency_topups,316_frequency_utility_bills,317_home_deliveries,62_frequency_only_services,78_number_home_deliveries_week,172_supplier_frequency,228_store_name,232_type_of_store,108_does_the_micro_retailer_has_a_barred_window_,99_does_the_micro_retailer_exhibits_products_outside_,102_does_the_micro_retailer_sells_fresh_products_,184_store_devices,hola_somos_estudiantes_del_tec_de_monterrey_estamos_realiz,le_comento_que_toda_esta_informacin_es_confidencial,233_date_establishment,5_change_store_space_last_year,6_change_employees_average_salary_last_year,20_reviews_finances_monthly,49_inventory_records,18_sales_records,155_sales_registers_used_for,19_tax_id,310_burnout,186_internet_connection,210_sales_channels,189_payment_methods,28_prefered_payment_method,31_different_prices_payment_method,269_cash_discount,270_card_extra_charge,30_payment_methods_large_purchases,214_customer_relationship_tools,33_credit_to_customers,35_interest_rate,38_average_margin_profits,193_sales_planning_tools,227_agreement_ecommerce_platforms,60_services,77_delivery_timeslots,79_delivery_vehicle,64_comission_services,66_percentaje_services_income,69_why_not_services,311_topups,312_payment_of_utilities,313_home_deliveries,314_reception_delivery_packages,42_willingness_share_inventory_data_suppliers,44_willingness_inventory_management_suppliers,45_willingness_reorder_suppliers,46_willingness_reorder_suppliers_variety,47_willingness_reorder_suppliers_lower_prices,43_willingness_share_sales_data_suppliers,58_willingness_share_sales_data_mse,59_willingness_share_sales_data_mse_better_prices,185_place_orders_suppliers,53_special_conditions_suppliers,278_credit_interest,192_procurement_planning_tools,277_payment_method_suppliers,56_procurement_changes_pandemic,279_changes_procurement_pandemic,157_frequency_organize_shelves,158_charact_organize_products_on_shelves,161_actions_stockouts,162_inventory_extra_space,249_technology_training,250_technology_investment_operations,251_technology_investment_customers,254_technology_roadmap,260_technology_scalable,261_technology_organization,262_technology_serve_customers,263_technology_secure_sales,264_technology_budget,267_technology_investment_customer_preferences,234_willingness_participate_workshop
18,1,1.0,1,1.0,1.9,2.5,0.0,3.0,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,7.0,Tacos Robert,Micro-restaurant (aka. fondita),no,yes,no,Smartphone,yes,yes,2022-09-20,No cambió,Aumentó 25%,no,En papel,En papel,No los uso,no,yes,no,"Llamada a Teléfono celular,WhatsApp","Efectivo,Transferencia interbancaria",,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,no,no,5%,Cuaderno,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No quiero involucrarme con la tecnología,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Mensajería instantánea (e.g. WhatsApp),"Crédito,Descuento por compras anticipadas",0,"Aplicación móvil,Cuaderno",Efectivo,yes,Disminuir la cantidad del pedido,Diariamente,"Frecuencia de venta,Refrigeración",Ofrecer un producto sustituto,0,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,no
19,0,0.0,6,4.0,1.9,2.5,1.0,4.0,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,4.0,Productos Aldhemi,Cosmetiquera ,no,no,no,"Security cameras,Smartphone",yes,yes,2022-10-24,No cambió,Aumentó 25%,yes,En Excel,En Excel,No los uso,no,yes,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp",Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,"Cuaderno,Redes sociales",no,no,5%,Ninguna,no,"Entrega a domicilio,Pago de servicios públicos (e.g. Yastas),Recarga telefónica",Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Mensajería instantánea (e.g. WhatsApp),"Crédito,Descuento por compras anticipadas",0,"Aplicación móvil,Cuaderno",Efectivo,yes,Disminuir la cantidad del pedido,Diariamente,Frecuencia de venta,"Informar al proveedor,Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",30%,De acuerdo,Totalmente de acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,yes
20,2,6.0,75,0.0,0.0,2.5,2.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,7.0,Mony ,Dairy products,no,yes,yes,"Analog cash register,Smartphone",yes,yes,2005-01-11,No cambió,No cambió,no,No lo hago,Contadora,No los uso,yes,no,no,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,no,no,5%,Cuaderno,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,"En persona,Página web del proveedor","Crédito,Descuento por compras anticipadas",0,"Aplicación móvil,Cuaderno",Efectivo,yes,Disminuir la cantidad del pedido,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Frecuencia de venta,Margen de utilidad,Precio,Refrigeración,Tamaño",Informar al proveedor,0,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,no
21,0,2.0,5,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,dulce detalle,Grocery store (aka. nanostore),no,yes,no,Dataphone (i.e. card payments),no,yes,2005-01-11,No cambió,No cambió,no,No lo hago,Contadora,No los uso,yes,no,no,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,no,no,5%,Cuaderno,no,Recarga telefónica,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Llamada telefónica,Descuento por compras anticipadas,0,"Cuaderno,Excel",Efectivo,yes,Ninguna de las anteriores,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Frecuencia de venta,Margen de utilidad,Precio,Refrigeración,Tamaño",Informar al proveedor,0,De acuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,no
22,0,5.0,6,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Jerusalen,Grocery store (aka. nanostore),no,no,no,"Analog cash register,Dataphone (i.e. card payments)",no,yes,2005-01-11,No cambió,No cambió,no,No lo hago,Contadora,No los uso,yes,no,no,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,no,no,5%,Cuaderno,no,Recarga telefónica,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Llamada telefónica,Descuento por compras anticipadas,0,"Cuaderno,Excel",Efectivo,yes,Ninguna de las anteriores,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Frecuencia de venta,Margen de utilidad,Precio,Refrigeración,Tamaño",Informar al proveedor,0,De acuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,no
23,3,1.6,6,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Salchichonerias San Pedro ,Butcher shop,no,no,yes,"Analog cash register,Smartphone",no,yes,2005-01-11,No cambió,No cambió,no,No lo hago,Contadora,No los uso,yes,no,no,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,no,no,5%,Cuaderno,no,Recarga telefónica,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Llamada telefónica,Descuento por compras anticipadas,0,"Cuaderno,Excel",Efectivo,yes,Ninguna de las anteriores,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Frecuencia de venta,Margen de utilidad,Precio,Refrigeración,Tamaño",Informar al proveedor,0,De acuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,no
24,0,5.0,3,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Abarrotes Diana,Grocery store (aka. nanostore),no,no,no,Analog cash register,no,yes,2005-01-11,No cambió,No cambió,no,No lo hago,Contadora,No los uso,yes,no,no,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,no,no,5%,Cuaderno,no,Recarga telefónica,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Llamada telefónica,Descuento por compras anticipadas,0,"Cuaderno,Excel",Efectivo,yes,Ninguna de las anteriores,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Frecuencia de venta,Margen de utilidad,Precio,Refrigeración,Tamaño",Informar al proveedor,0,De acuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,no
25,2,3.0,5,0.0,0.0,2.5,3.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,1.0,Abarrotes jaime,Grocery store (aka. nanostore),no,no,no,Smartphone,no,yes,2019-11-09,No cambió,No cambió,no,No lo hago,En papel,No los uso,yes,no,yes,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,yes,no,5%,Cuaderno,no,Recarga telefónica,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Llamada telefónica,Descuento por compras anticipadas,0,"Cuaderno,Excel",Efectivo,no,Ninguna de las anteriores,Semanalmente,"Refrigeración,Tamaño",Informar al proveedor,0,De acuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,yes
26,0,2.0,4,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Abarrotes el solecito,Grocery store (aka. nanostore),no,no,no,Smartphone,no,yes,2019-11-09,No cambió,No cambió,no,No lo hago,En papel,No los uso,yes,no,yes,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,yes,no,50% +,Cuaderno,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,En persona,No,0,Cuaderno,"Efectivo,Tarjeta de débito y/o crédito",no,Ninguna de las anteriores,Semanalmente,"Refrigeración,Tamaño",Informar al proveedor,0,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,yes
27,2,5.0,6,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Miscelánea el zócalo ,Grocery store (aka. nanostore),no,no,no,"Security cameras,Smartphone",no,yes,2019-11-09,No cambió,No cambió,no,No lo hago,En papel,No los uso,yes,no,yes,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,yes,no,50% +,Cuaderno,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,En persona,No,0,Cuaderno,"Efectivo,Tarjeta de débito y/o crédito",no,Ninguna de las anteriores,Semanalmente,"Refrigeración,Tamaño",Informar al proveedor,0,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,yes
28,0,2.0,2,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,La pirámide ,Grocery store (aka. nanostore),no,no,no,Smartphone,no,yes,2019-11-09,No cambió,No cambió,no,No lo hago,En papel,No los uso,yes,no,yes,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,yes,no,50% +,Cuaderno,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,En persona,No,0,Cuaderno,"Efectivo,Tarjeta de débito y/o crédito",no,Ninguna de las anteriores,Semanalmente,"Refrigeración,Tamaño",Informar al proveedor,0,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,yes
29,0,3.0,4,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Miscelánea teocalli ,Grocery store (aka. nanostore),no,no,no,Smartphone,no,yes,2019-11-09,No cambió,No cambió,no,No lo hago,En papel,No los uso,yes,no,yes,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,yes,no,50% +,Cuaderno,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,En persona,No,0,Cuaderno,"Efectivo,Tarjeta de débito y/o crédito",no,Ninguna de las anteriores,Semanalmente,"Refrigeración,Tamaño",Informar al proveedor,0,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,yes
30,0,2.0,2,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Carnicería la cubana ,Butcher shop,no,no,yes,Security cameras,no,yes,2019-11-09,No cambió,No cambió,no,No lo hago,En papel,No los uso,yes,no,yes,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,yes,no,50% +,Cuaderno,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,En persona,No,0,Cuaderno,"Efectivo,Tarjeta de débito y/o crédito",no,Ninguna de las anteriores,Semanalmente,"Refrigeración,Tamaño",Informar al proveedor,0,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,yes
31,1,3.0,5,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Providencia ,Grocery store (aka. nanostore),no,yes,no,Smartphone,no,no,2019-11-09,No cambió,No cambió,no,No lo hago,En papel,No los uso,yes,no,yes,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,yes,no,50% +,Cuaderno,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,En persona,No,0,Cuaderno,"Efectivo,Tarjeta de débito y/o crédito",no,Ninguna de las anteriores,Semanalmente,"Refrigeración,Tamaño",Informar al proveedor,0,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,yes
32,1,2.0,3,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Carnicería la sorpresa ,Butcher shop,no,yes,yes,Smartphone,no,yes,2019-11-09,No cambió,No cambió,no,No lo hago,En papel,No los uso,yes,no,yes,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,yes,no,50% +,Cuaderno,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,En persona,No,0,Cuaderno,"Efectivo,Tarjeta de débito y/o crédito",no,Ninguna de las anteriores,Semanalmente,"Refrigeración,Tamaño",Informar al proveedor,0,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,yes
33,1,2.0,3,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Miscelánea yolks ,Grocery store (aka. nanostore),no,no,no,Smartphone,no,yes,2019-11-09,No cambió,No cambió,no,No lo hago,En papel,No los uso,yes,no,yes,Llamada a Teléfono fijo,Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,yes,no,50% +,Cuaderno,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,En persona,No,0,Cuaderno,"Efectivo,Tarjeta de débito y/o crédito",no,Ninguna de las anteriores,Semanalmente,"Refrigeración,Tamaño",Informar al proveedor,0,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,yes
34,5,2.0,0,0.0,1.0,0.0,2.0,3.0,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,1.0,Cravings,Cafeteria,no,no,no,"Analog cash register,Dataphone (i.e. card payments),Security cameras",yes,yes,2021-11-01,No cambió,Aumentó 50% o más,yes,En papel,No lo hago,No los uso,no,yes,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",,no,2-5%,,Tarjeta de débito y/o crédito,Redes sociales,no,no,50% +,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No son funcionales para mi empresa,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,En persona,No,0,Cuaderno,"Efectivo,Tarjeta de débito y/o crédito",yes,Ninguna de las anteriores,Semanalmente,Tamaño,Solicitar tiempo al cliente para conseguir el producto,0,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,yes
